,Title,Awards,Awards_won,Awards_nominated,Primetime_Awards_nominated,BAFTA_Awards_nominated,Oscar_nominated,Golden_Awards_nominated,Primetime_Awards_won,Oscar_Awards_won,Golden_Awards_won
9747,Meghan Trainor: All About That Bass,1 nomination.,0,1,0,0,0,0,0,0,0
9750,League of Legends: A New Dawn,1 win.,1,0,0,0,0,0,0,0,0
9783,Endangered Species,1 nomination.,0,1,0,0,0,0,0,0,0
9784,The Graveyard Shift,2 wins.,2,0,0,0,0,0,0,0,0
9841,Blaze and the Monster Machines,1 nomination.,0,1,0,0,0,0,0,0,0
9844,Bikkels,1 win.,1,0,0,0,0,0,0,0,0
9845,Beestieboys,1 nomination.,0,1,0,0,0,0,0,0,0
9895,Sara,4 wins & 7 nominations.,4,7,0,0,0,0,0,0,0
9917,Bighorror,1 nomination.,0,1,0,0,0,0,0,0,0
9921,Three Meals a Day,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0
10003,Deux amis,1 win.,1,0,0,0,0,0,0,0,0
10062,Uyghurs: Prisoners of the Absurd,1 nomination.,0,1,0,0,0,0,0,0,0
10151,Asso,1 nomination.,0,1,0,0,0,0,0,0,0
10184,Before the War,2 nominations.,0,2,0,0,0,0,0,0,0
10239,Brave Forward,3 wins & 4 nominations.,3,4,0,0,0,0,0,0,0
10269,Final Destination,1 win.,1,0,0,0,0,0,0,0,0
10323,Inuit Cree Reconciliation,1 win.,1,0,0,0,0,0,0,0,0
10348,Manon,1 nomination.,0,1,0,0,0,0,0,0,0
10356,Caryl a'r Lleill,1 nomination.,0,1,0,0,0,0,0,0,0
10546,It's a Wonderful Life,Nominated for 5 Oscars. Another 6 wins & 1 nomination.,6,6,0,0,5,0,0,0,0
10550,Big Trouble in Little China,1 nomination.,0,1,0,0,0,0,0,0,0
10551,Youngblood,1 win.,1,0,0,0,0,0,0,0,0
10552,Youngblood,1 win.,1,0,0,0,0,0,0,0,0
10553,Star Trek: The Next Generation,Won 18 Primetime Emmys. Another 16 wins & 60 nominations.,34,60,0,0,0,0,18,0,0
10554,Star Trek: Voyager,Won 7 Primetime Emmys. Another 25 wins & 84 nominations.,32,84,0,0,0,0,7,0,0
10555,Jerry Springer,2 nominations.,0,2,0,0,0,0,0,0,0
10556,Spider-Man,Nominated for 2 Oscars. Another 14 wins & 56 nominations.,14,58,0,0,2,0,0,0,0
10559,Audition,4 wins & 2 nominations.,4,2,0,0,0,0,0,0,0
10560,The Punisher,1 win & 5 nominations.,1,5,0,0,0,0,0,0,0
10561,Jurassic World,6 wins & 53 nominations.,6,53,0,0,0,0,0,0,0
10562,Ant-Man,Nominated for 1 BAFTA Film Award. Another 2 wins & 28 nominations.,2,29,0,1,0,0,0,0,0
10563,The Ultimate Gift,3 wins.,3,0,0,0,0,0,0,0,0
10569,The Bill Engvall Show,2 wins & 4 nominations.,2,4,0,0,0,0,0,0,0
10572,Goosebumps,3 nominations.,0,3,0,0,0,0,0,0,0
10575,Green Lantern,2 wins & 5 nominations.,2,5,0,0,0,0,0,0,0
10577,10 Cloverfield Lane,1 nomination.,0,1,0,0,0,0,0,0,0
10580,Doctor Strange,1 win.,1,0,0,0,0,0,0,0,0
10586,Ghostbusters,4 nominations.,0,4,0,0,0,0,0,0,0
10590,Terminator Genisys,7 nominations.,0,7,0,0,0,0,0,0,0
10593,Suicide Squad,2 wins & 6 nominations.,2,6,0,0,0,0,0,0,0
10595,Deadpool,4 wins & 11 nominations.,4,11,0,0,0,0,0,0,0
10610,Independence Day: Resurgence,1 win & 2 nominations.,1,2,0,0,0,0,0,0,0
10614,Cinderella,Nominated for 1 Oscar. Another 8 wins & 28 nominations.,8,29,0,0,1,0,0,0,0
10617,Trolls,2 nominations.,0,2,0,0,0,0,0,0,0
10621,Mario Lopez: Saved by the Baby,1 nomination.,0,1,0,0,0,0,0,0,0
10622,Mario Lopez: Saved by the Baby,1 nomination.,0,1,0,0,0,0,0,0,0
10623,Sausage Party,1 nomination.,0,1,0,0,0,0,0,0,0
10626,Lost in Munich,1 win & 8 nominations.,1,8,0,0,0,0,0,0,0
10628,My Little Pony: Friendship Is Magic,17 wins & 32 nominations.,17,32,0,0,0,0,0,0,0
10635,Maggie,1 win & 3 nominations.,1,3,0,0,0,0,0,0,0
10636,The Human Centipede III (Final Sequence),1 win & 3 nominations.,1,3,0,0,0,0,0,0,0
10639,The Hunger Games: Mockingjay - Part 2,17 wins & 28 nominations.,17,28,0,0,0,0,0,0,0
10640,Tomorrowland,2 wins & 16 nominations.,2,16,0,0,0,0,0,0,0
10641,The Neon Demon,2 wins & 2 nominations.,2,2,0,0,0,0,0,0,0
10642,The Good Dinosaur,Nominated for 1 Golden Globe. Another 5 wins & 39 nominations.,5,40,0,0,0,1,0,0,0
10643,The Angry Birds Movie,2 nominations.,0,2,0,0,0,0,0,0,0
10644,Whispers,3 nominations.,0,3,0,0,0,0,0,0,0
10645,Synchronicity,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0
10647,Attack on Titan: Part 1,2 nominations.,0,2,0,0,0,0,0,0,0
10649,Inside Out,Won 1 Oscar. Another 91 wins & 95 nominations.,92,95,0,0,0,0,0,1,0
10651,Knight of Cups,3 wins & 3 nominations.,3,3,0,0,0,0,0,0,0
10652,The Final Girls,5 wins & 10 nominations.,5,10,0,0,0,0,0,0,0
10653,Final Girl,1 win.,1,0,0,0,0,0,0,0,0
10654,San Andreas,10 nominations.,0,10,0,0,0,0,0,0,0
10657,Fear Clinic,1 nomination.,0,1,0,0,0,0,0,0,0
10658,Dudes & Dragons,1 win.,1,0,0,0,0,0,0,0,0
10665,Home,2 wins & 8 nominations.,2,8,0,0,0,0,0,0,0
10666,Dark,1 win & 2 nominations.,1,2,0,0,0,0,0,0,0
10669,Kung Fu Panda 3,2 nominations.,0,2,0,0,0,0,0,0,0
10670,Magic Mike XXL,2 wins & 1 nomination.,2,1,0,0,0,0,0,0,0
10673,Finding Dory,2 wins & 2 nominations.,2,2,0,0,0,0,0,0,0
10674,The SpongeBob Movie: Sponge Out of Water,1 win & 6 nominations.,1,6,0,0,0,0,0,0,0
10676,Minions,Nominated for 1 BAFTA Film Award. Another 1 win & 18 nominations.,1,19,0,1,0,0,0,0,0
10677,The 5th Wave,1 nomination.,0,1,0,0,0,0,0,0,0
10678,The Gallows,1 nomination.,0,1,0,0,0,0,0,0,0
10679,Fifty Shades of Grey,Nominated for 1 Oscar. Another 9 wins & 18 nominations.,9,19,0,0,1,0,0,0,0
10681,Babylon,1 win.,1,0,0,0,0,0,0,0,0
10684,Spectre,Won 1 Oscar. Another 7 wins & 29 nominations.,8,29,0,0,0,0,0,1,0
10685,Brooklyn,Nominated for 3 Oscars. Another 32 wins & 141 nominations.,32,144,0,0,3,0,0,0,0
10687,Mission: Impossible - Rogue Nation,2 wins & 18 nominations.,2,18,0,0,0,0,0,0,0
10690,Avengers: Age of Ultron,5 wins & 41 nominations.,5,41,0,0,0,0,0,0,0
10692,The Wolfpack,7 wins & 14 nominations.,7,14,0,0,0,0,0,0,0
10694,Chuck Norris vs. Communism,1 win & 6 nominations.,1,6,0,0,0,0,0,0,0
10696,I Am Thor,2 wins & 10 nominations.,2,10,0,0,0,0,0,0,0
10697,The Peanuts Movie,Nominated for 1 Golden Globe. Another 1 win & 44 nominations.,1,45,0,0,0,1,0,0,0
10699,Paranormal Activity: The Ghost Dimension,2 nominations.,0,2,0,0,0,0,0,0,0
10700,Star Wars: The Force Awakens,Nominated for 5 Oscars. Another 47 wins & 106 nominations.,47,111,0,0,5,0,0,0,0
10701,Show Me a Hero,Won 1 Golden Globe. Another 2 wins & 17 nominations.,3,17,0,0,0,0,0,0,1
10703,Hotel Transylvania 2,1 win & 10 nominations.,1,10,0,0,0,0,0,0,0
10704,Arrival,1 nomination.,0,1,0,0,0,0,0,0,0
10706,Better Half,2 wins.,2,0,0,0,0,0,0,0,0
10707,Crimson Peak,6 wins & 33 nominations.,6,33,0,0,0,0,0,0,0
10708,The Second Best Exotic Marigold Hotel,1 nomination.,0,1,0,0,0,0,0,0,0
10711,Alice Through the Looking Glass,2 nominations.,0,2,0,0,0,0,0,0,0
10713,Hell or High Water,3 nominations.,0,3,0,0,0,0,0,0,0
10720,Midnight Special,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0
10721,Me Before You,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0
10722,Anomalia,1 nomination.,0,1,0,0,0,0,0,0,0
10726,The Debt,6 wins.,6,0,0,0,0,0,0,0,0
10727,The Boss,1 nomination.,0,1,0,0,0,0,0,0,0
10728,The Secret Life of Pets,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0
10729,Everest,7 nominations.,0,7,0,0,0,0,0,0,0
10732,Papa Hemingway in Cuba,2 wins.,2,0,0,0,0,0,0,0,0
10734,The People v. O.J. Simpson: American Crime Story,Won 9 Primetime Emmys. Another 17 wins & 17 nominations.,26,17,0,0,0,0,9,0,0
10735,The Killing Fields of Dr. Haing S. Ngor,1 win.,1,0,0,0,0,0,0,0,0
10736,Home Sweet Hell,1 nomination.,0,1,0,0,0,0,0,0,0
10741,Sacrifice,1 win.,1,0,0,0,0,0,0,0,0
10742,Shaun the Sheep Movie,Nominated for 1 Oscar. Another 2 wins & 49 nominations.,2,50,0,0,1,0,0,0,0
10743,11.22.63,5 nominations.,0,5,0,0,0,0,0,0,0
10745,Ballers,1 nomination.,0,1,0,0,0,0,0,0,0
10746,Is This the Real World,1 nomination.,0,1,0,0,0,0,0,0,0
10752,Zootopia,2 wins & 4 nominations.,2,4,0,0,0,0,0,0,0
10758,Batman v Superman: Dawn of Justice,1 win & 7 nominations.,1,7,0,0,0,0,0,0,0
10762,Yosemite,1 win & 2 nominations.,1,2,0,0,0,0,0,0,0
10766,Better Call Saul,Nominated for 1 Golden Globe. Another 10 wins & 53 nominations.,10,54,0,0,0,1,0,0,0
10767,Blochin: Die Lebenden und die Toten,2 nominations.,0,2,0,0,0,0,0,0,0
10769,The Seven Ravens,5 nominations.,0,5,0,0,0,0,0,0,0
10771,The Jungle Book,2 wins & 4 nominations.,2,4,0,0,0,0,0,0,0
10780,Day 1,1 win.,1,0,0,0,0,0,0,0,0
10794,Fátima y el Parque de la Fraternidad,1 win.,1,0,0,0,0,0,0,0,0
10795,Misery Loves Comedy,1 nomination.,0,1,0,0,0,0,0,0,0
10796,Summit,3 wins & 4 nominations.,3,4,0,0,0,0,0,0,0
10799,12 Monkeys,2 wins & 2 nominations.,2,2,0,0,0,0,0,0,0
10800,Convergence,4 wins.,4,0,0,0,0,0,0,0,0
10805,Retribution,8 wins & 22 nominations.,8,22,0,0,0,0,0,0,0
10806,The Architect,1 nomination.,0,1,0,0,0,0,0,0,0
10807,Front Cover,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0
10810,Battle Creek,1 nomination.,0,1,0,0,0,0,0,0,0
10811,DOA: Death of Amar,1 win.,1,0,0,0,0,0,0,0,0
10813,The Last Man on Earth,Nominated for 5 Primetime Emmys. Another 12 nominations.,0,17,5,0,0,0,0,0,0
10822,Zurich,1 win & 4 nominations.,1,4,0,0,0,0,0,0,0
10825,Brotherly Love,2 nominations.,0,2,0,0,0,0,0,0,0
10836,Roots,Nominated for 7 Primetime Emmys. Another 1 win & 26 nominations.,1,33,7,0,0,0,0,0,0
10837,Daredevil,Nominated for 5 Primetime Emmys. Another 2 wins & 11 nominations.,2,16,5,0,0,0,0,0,0
10843,Unbreakable Kimmy Schmidt,Nominated for 11 Primetime Emmys. Another 7 wins & 26 nominations.,7,37,11,0,0,0,0,0,0
10847,Chefs,2 wins.,2,0,0,0,0,0,0,0,0
10852,Killer Rack,3 wins & 1 nomination.,3,1,0,0,0,0,0,0,0
10854,Max,1 nomination.,0,1,0,0,0,0,0,0,0
10861,X-Men: Apocalypse,2 nominations.,0,2,0,0,0,0,0,0,0
10865,Camp Abercorn,1 nomination.,0,1,0,0,0,0,0,0,0
10866,Sun Choke,1 win.,1,0,0,0,0,0,0,0,0
10872,Ice Age: Collision Course,1 win.,1,0,0,0,0,0,0,0,0
10881,Absolution,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0
10882,Broke,1 win.,1,0,0,0,0,0,0,0,0
10889,Baskets,Won 1 Primetime Emmy. Another 1 nomination.,1,1,0,0,0,0,1,0,0
10891,Agent Carter,11 nominations.,0,11,0,0,0,0,0,0,0
10899,American Crime,Nominated for 3 Golden Globes. Another 9 wins & 50 nominations.,9,53,0,0,0,3,0,0,0
10901,Captain America: Civil War,2 wins & 7 nominations.,2,7,0,0,0,0,0,0,0
10903,Race,1 nomination.,0,1,0,0,0,0,0,0,0
10905,Banished,6 nominations.,0,6,0,0,0,0,0,0,0
10913,Best of Enemies: Buckley vs. Vidal,5 wins & 26 nominations.,5,26,0,0,0,0,0,0,0
10914,Sally Pacholok,11 wins.,11,0,0,0,0,0,0,0,0
10915,Bloodline,Nominated for 1 Golden Globe. Another 1 win & 10 nominations.,1,11,0,0,0,1,0,0,0
10929,Batman: Arkham Knight,2 wins & 5 nominations.,2,5,0,0,0,0,0,0,0
10935,The Visit,1 win & 10 nominations.,1,10,0,0,0,0,0,0,0
10937,Partners in Crime,1 nomination.,0,1,0,0,0,0,0,0,0
10940,And Then There Were None,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0
10943,Night Owls,4 wins & 1 nomination.,4,1,0,0,0,0,0,0,0
10947,Bella and the Bulldogs,3 wins.,3,0,0,0,0,0,0,0,0
10949,Texas Rising,Nominated for 3 Primetime Emmys. Another 2 wins & 7 nominations.,2,10,3,0,0,0,0,0,0
10959,Saturday,1 nomination.,0,1,0,0,0,0,0,0,0
10960,The Girl on the Train,1 win.,1,0,0,0,0,0,0,0,0
10967,February,1 win.,1,0,0,0,0,0,0,0,0
10969,Stevie D,1 win.,1,0,0,0,0,0,0,0,0
10984,The Oscars,Won 1 Primetime Emmy. Another 1 win & 13 nominations.,2,13,0,0,0,0,1,0,0
10986,Saturday Night Live: 40th Anniversary Special,Won 4 Primetime Emmys. Another 1 win & 6 nominations.,5,6,0,0,0,0,4,0,0
10994,A Christmas Horror Story,5 wins & 1 nomination.,5,1,0,0,0,0,0,0,0
10999,Some Kind of Hate,2 nominations.,0,2,0,0,0,0,0,0,0
11000,Dude Bro Party Massacre III,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0
11002,Remember,3 wins & 19 nominations.,3,19,0,0,0,0,0,0,0
11003,Deathgasm,8 wins & 6 nominations.,8,6,0,0,0,0,0,0,0
11011,Requisitos para ser una persona normal,5 wins & 8 nominations.,5,8,0,0,0,0,0,0,0
11024,Whitney,1 win & 7 nominations.,1,7,0,0,0,0,0,0,0
11027,Fast & Furious: Supercharged,1 win.,1,0,0,0,0,0,0,0,0
11031,Aquarius,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0
11034,Love,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0
11069,Returning Home,1 win & 3 nominations.,1,3,0,0,0,0,0,0,0
11073,The Visit: An Alien Encounter,6 nominations.,0,6,0,0,0,0,0,0,0
11074,Daft Punk Unchained,1 nomination.,0,1,0,0,0,0,0,0,0
11077,Bang Gang (A Modern Love Story),4 nominations.,0,4,0,0,0,0,0,0,0
11085,Banana,1 nomination.,0,1,0,0,0,0,0,0,0
11087,Krampus,2 wins & 8 nominations.,2,8,0,0,0,0,0,0,0
11088,Clean Hands,1 win & 6 nominations.,1,6,0,0,0,0,0,0,0
11099,Anna,1 nomination.,0,1,0,0,0,0,0,0,0
11101,Justice League: Throne of Atlantis,1 nomination.,0,1,0,0,0,0,0,0,0
11105,The Boy,1 nomination.,0,1,0,0,0,0,0,0,0
11107,Awakening: A Call to Arms,1 nomination.,0,1,0,0,0,0,0,0,0
11110,The Ticket,1 nomination.,0,1,0,0,0,0,0,0,0
11114,KILD TV,1 win.,1,0,0,0,0,0,0,0,0
11119,I Am Chris Farley,1 nomination.,0,1,0,0,0,0,0,0,0
11122,Barcelona Christmas Night,7 nominations.,0,7,0,0,0,0,0,0,0
11130,Mother,4 wins & 6 nominations.,4,6,0,0,0,0,0,0,0
11132,Teenage Mutant Ninja Turtles: Out of the Shadows,2 nominations.,0,2,0,0,0,0,0,0,0
11134,Boy Meets Boy,1 nomination.,0,1,0,0,0,0,0,0,0
11141,The Incident,1 nomination.,0,1,0,0,0,0,0,0,0
11145,One and Two,1 nomination.,0,1,0,0,0,0,0,0,0
11147,Fuller House,1 win.,1,0,0,0,0,0,0,0,0
11149,The 9th Life of Louis Drax,1 nomination.,0,1,0,0,0,0,0,0,0
11158,Black,6 wins & 5 nominations.,6,5,0,0,0,0,0,0,0
11165,Supergirl,2 wins & 4 nominations.,2,4,0,0,0,0,0,0,0
11179,Cosmos,1 win & 4 nominations.,1,4,0,0,0,0,0,0,0
11186,Maze Runner: The Scorch Trials,2 wins & 5 nominations.,2,5,0,0,0,0,0,0,0
11203,The Secret Life of Marilyn Monroe,Nominated for 3 Primetime Emmys. Another 12 nominations.,0,15,3,0,0,0,0,0,0
11215,Game Face,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0
11216,Disorder,1 win & 4 nominations.,1,4,0,0,0,0,0,0,0
11217,Frankenstein,3 wins.,3,0,0,0,0,0,0,0,0
11219,Chemo,3 nominations.,0,3,0,0,0,0,0,0,0
11222,Crazy Ex-Girlfriend,Won 1 Golden Globe. Another 4 wins & 9 nominations.,5,9,0,0,0,0,0,0,1
11230,London Spy,1 win & 4 nominations.,1,4,0,0,0,0,0,0,0
11235,Delusion,4 wins & 1 nomination.,4,1,0,0,0,0,0,0,0
11248,The Morning After,5 wins & 3 nominations.,5,3,0,0,0,0,0,0,0
11250,Between,2 nominations.,0,2,0,0,0,0,0,0,0
11253,How to Dance in Ohio,3 wins & 3 nominations.,3,3,0,0,0,0,0,0,0
11255,Albert,3 nominations.,0,3,0,0,0,0,0,0,0
11256,Scream Queens,Nominated for 1 Golden Globe. Another 3 wins & 8 nominations.,3,9,0,0,0,1,0,0,0
11257,Childhood's End,3 nominations.,0,3,0,0,0,0,0,0,0
11258,PJ Masks,1 win & 3 nominations.,1,3,0,0,0,0,0,0,0
11263,Mr. Robot,Won 2 Golden Globes. Another 15 wins & 26 nominations.,17,26,0,0,0,0,0,0,2
11266,Tales of Halloween,2 nominations.,0,2,0,0,0,0,0,0,0
11269,Armans Geheimnis,1 win.,1,0,0,0,0,0,0,0,0
11295,Ash vs Evil Dead,3 wins & 5 nominations.,3,5,0,0,0,0,0,0,0
11299,Strange Magic,1 win & 4 nominations.,1,4,0,0,0,0,0,0,0
11303,The Birth of a Nation,2 wins.,2,0,0,0,0,0,0,0,0
11325,Bear Grylls: Mission Survive,1 nomination.,0,1,0,0,0,0,0,0,0
11331,This Giant Papier-Mâché Boulder Is Actually Really Heavy,1 win.,1,0,0,0,0,0,0,0,0
11358,First Girl I Loved,3 wins & 3 nominations.,3,3,0,0,0,0,0,0,0
11360,Surviving the 70's,1 nomination.,0,1,0,0,0,0,0,0,0
11361,Bite,7 wins & 3 nominations.,7,3,0,0,0,0,0,0,0
11363,The Dinner,1 win & 4 nominations.,1,4,0,0,0,0,0,0,0
11368,Caught,1 nomination.,0,1,0,0,0,0,0,0,0
11383,What Happened; Miss Simone?,Nominated for 1 Oscar. Another 5 wins & 15 nominations.,5,16,0,0,1,0,0,0,0
11384,Dolphin Lover,2 wins.,2,0,0,0,0,0,0,0,0
11388,Atlanta,1 win.,1,0,0,0,0,0,0,0,0
11393,Ville-Marie,1 win & 3 nominations.,1,3,0,0,0,0,0,0,0
11395,Chef's Table,Nominated for 4 Primetime Emmys. Another 1 win & 1 nomination.,1,5,4,0,0,0,0,0,0
11414,Coup de Grâce,1 nomination.,0,1,0,0,0,0,0,0,0
11423,Batman vs. Robin,2 nominations.,0,2,0,0,0,0,0,0,0
11432,Carte Blanche,2 wins & 2 nominations.,2,2,0,0,0,0,0,0,0
11455,Gangland Undercover,1 nomination.,0,1,0,0,0,0,0,0,0
11468,The Break-In,4 wins & 12 nominations.,4,12,0,0,0,0,0,0,0
11472,Selma: The Bridge to the Ballot,2 wins.,2,0,0,0,0,0,0,0,0
11497,The Rat,2 wins & 1 nomination.,2,1,0,0,0,0,0,0,0
11503,Better Things,1 win.,1,0,0,0,0,0,0,0,0
11507,Catastrophe,Nominated for 1 Primetime Emmy. Another 1 win & 5 nominations.,1,6,1,0,0,0,0,0,0
11516,Three,1 nomination.,0,1,0,0,0,0,0,0,0
11517,800 Words,2 wins & 4 nominations.,2,4,0,0,0,0,0,0,0
11526,Providence,7 wins & 6 nominations.,7,6,0,0,0,0,0,0,0
11542,Comfort,3 wins & 1 nomination.,3,1,0,0,0,0,0,0,0
11543,American Snapper,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0
11559,Boys,1 win & 4 nominations.,1,4,0,0,0,0,0,0,0
11568,Felizes Para Sempre?,3 wins & 9 nominations.,3,9,0,0,0,0,0,0,0
11579,Homeland (Iraq Year Zero),9 wins & 3 nominations.,9,3,0,0,0,0,0,0,0
11593,Bounty Momma,1 nomination.,0,1,0,0,0,0,0,0,0
11600,Can You Dig This,2 wins & 2 nominations.,2,2,0,0,0,0,0,0,0
11604,The King of New Orleans,4 wins.,4,0,0,0,0,0,0,0,0
11620,Let's Dance: Bowie Down Under,2 nominations.,0,2,0,0,0,0,0,0,0
11623,Meine Tochter Anne Frank,2 wins & 2 nominations.,2,2,0,0,0,0,0,0,0
11628,The Corpse of Anna Fritz,1 nomination.,0,1,0,0,0,0,0,0,0
11635,Wonderland,1 win & 4 nominations.,1,4,0,0,0,0,0,0,0
11647,My Little Pony: Equestria Girls - Friendship Games,1 win & 3 nominations.,1,3,0,0,0,0,0,0,0
11659,Ruff-Ruff Tweet and Dave,1 nomination.,0,1,0,0,0,0,0,0,0
11673,Billy the Bully,3 wins.,3,0,0,0,0,0,0,0,0
11675,Death in Sarajevo,2 wins & 2 nominations.,2,2,0,0,0,0,0,0,0
11678,Hero,1 win.,1,0,0,0,0,0,0,0,0
11684,Big Birdman,6 wins & 4 nominations.,6,4,0,0,0,0,0,0,0
11688,Twenty-Eight Nights and a Poem,2 wins.,2,0,0,0,0,0,0,0,0
11689,The Magician,1 nomination.,0,1,0,0,0,0,0,0,0
11698,Blindspot,1 win & 4 nominations.,1,4,0,0,0,0,0,0,0
11714,Argentina,2 nominations.,0,2,0,0,0,0,0,0,0
11730,Till Luck Do Us Part 3,1 nomination.,0,1,0,0,0,0,0,0,0
11750,Thought Crimes: The Case of the Cannibal Cop,1 nomination.,0,1,0,0,0,0,0,0,0
11758,Haida Gwaii: On the Edge of the World,5 wins.,5,0,0,0,0,0,0,0,0
11795,Am Ende des Sommers,1 nomination.,0,1,0,0,0,0,0,0,0
11830,Crazy,5 wins & 7 nominations.,5,7,0,0,0,0,0,0,0
11836,The Package,1 nomination.,0,1,0,0,0,0,0,0,0
11840,A Very Murray Christmas,Nominated for 2 Primetime Emmys. Another 3 nominations.,0,5,2,0,0,0,0,0,0
11852,Gay Healers,1 nomination.,0,1,0,0,0,0,0,0,0
11854,Fight or Flight,4 wins.,4,0,0,0,0,0,0,0,0
11870,End of the World,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0
11876,Ray,1 nomination.,0,1,0,0,0,0,0,0,0
11914,Treasure: From Tragedy to Trans Justice Mapping a Detroit Story,1 nomination.,0,1,0,0,0,0,0,0,0
11933,Dead Air,1 win & 2 nominations.,1,2,0,0,0,0,0,0,0
11955,American Epic,2 nominations.,0,2,0,0,0,0,0,0,0
11960,Saint Amour,1 nomination.,0,1,0,0,0,0,0,0,0
11962,Picking Up the Pieces,1 win.,1,0,0,0,0,0,0,0,0
11965,Bunk'd,1 nomination.,0,1,0,0,0,0,0,0,0
11995,Becoming Us,1 nomination.,0,1,0,0,0,0,0,0,0
11999,Boy Machine,1 nomination.,0,1,0,0,0,0,0,0,0
12025,Breakthrough,Nominated for 1 Primetime Emmy. Another 1 win.,1,1,1,0,0,0,0,0,0
12027,The Black Bear,1 win.,1,0,0,0,0,0,0,0,0
12028,Storks,2 wins.,2,0,0,0,0,0,0,0,0
12049,Peter Kay's Car Share,6 wins & 6 nominations.,6,6,0,0,0,0,0,0,0
12050,Victor XX,4 nominations.,0,4,0,0,0,0,0,0,0
12074,Catching Milat,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0
12095,Cradle to Grave,2 nominations.,0,2,0,0,0,0,0,0,0
12125,Children's Song,1 nomination.,0,1,0,0,0,0,0,0,0
12126,Ties That Bind,3 wins & 1 nomination.,3,1,0,0,0,0,0,0,0
12134,Interview with a Free Man,1 nomination.,0,1,0,0,0,0,0,0,0
12155,Harold and Lillian: A Hollywood Love Story,1 nomination.,0,1,0,0,0,0,0,0,0
12191,Rebellion,1 win & 7 nominations.,1,7,0,0,0,0,0,0,0
12230,Money,5 wins & 13 nominations.,5,13,0,0,0,0,0,0,0
12231,American Lawmen,1 nomination.,0,1,0,0,0,0,0,0,0
12264,Jermaine,1 nomination.,0,1,0,0,0,0,0,0,0
12265,Slash,1 nomination.,0,1,0,0,0,0,0,0,0
12272,The Wild Life,1 win.,1,0,0,0,0,0,0,0,0
12285,Fallout 4,3 wins & 2 nominations.,3,2,0,0,0,0,0,0,0
12288,Bahama Blue,1 nomination.,0,1,0,0,0,0,0,0,0
12292,Father's Day,1 nomination.,0,1,0,0,0,0,0,0,0
12303,Bangkok Nites,2 nominations.,0,2,0,0,0,0,0,0,0
12331,Veteran,3 wins & 22 nominations.,3,22,0,0,0,0,0,0,0
12339,Invisible; Inc.,1 nomination.,0,1,0,0,0,0,0,0,0
12359,Operation: Neighborhood Watch!,1 win.,1,0,0,0,0,0,0,0,0
12400,C'est Wow,1 nomination.,0,1,0,0,0,0,0,0,0
12404,The Death of a Security Guard,2 wins.,2,0,0,0,0,0,0,0,0
12431,Bloedbroeders: Blood Brothers,1 nomination.,0,1,0,0,0,0,0,0,0
12436,Chicken People,1 nomination.,0,1,0,0,0,0,0,0,0
12449,Mother's Day,2 nominations.,0,2,0,0,0,0,0,0,0
12469,Under Fire,1 win.,1,0,0,0,0,0,0,0,0
12492,Hasret: Sehnsucht,1 win & 3 nominations.,1,3,0,0,0,0,0,0,0
12544,The Queen of Ireland,2 wins & 3 nominations.,2,3,0,0,0,0,0,0,0
12551,The Intervention,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0
12552,Judgement Day,1 nomination.,0,1,0,0,0,0,0,0,0
12576,On Football,4 nominations.,0,4,0,0,0,0,0,0,0
12577,Mama,2 wins & 2 nominations.,2,2,0,0,0,0,0,0,0
12578,Yellow Fieber,2 nominations.,0,2,0,0,0,0,0,0,0
12579,Pirates,1 nomination.,0,1,0,0,0,0,0,0,0
12602,Lena Fauch - Du sollst nicht töten,1 nomination.,0,1,0,0,0,0,0,0,0
12608,Forever Young,1 nomination.,0,1,0,0,0,0,0,0,0
12627,How to Get a Date,1 win.,1,0,0,0,0,0,0,0,0
12628,Winter on Fire: Ukraine's Fight for Freedom,Nominated for 1 Oscar. Another 1 win & 3 nominations.,1,4,0,0,1,0,0,0,0
12657,Bacon & God's Wrath,2 wins & 1 nomination.,2,1,0,0,0,0,0,0,0
12689,In Jackson Heights,1 win & 7 nominations.,1,7,0,0,0,0,0,0,0
12696,LEGO DC Super Heroes: Justice League - Attack of the Legion of Doom!,1 nomination.,0,1,0,0,0,0,0,0,0
12697,Silicon Cowboys,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0
12700,The Visitor,2 wins & 2 nominations.,2,2,0,0,0,0,0,0,0
12702,One of Us,2 wins & 7 nominations.,2,7,0,0,0,0,0,0,0
12740,Prologue,Nominated for 1 Oscar. Another 1 nomination.,0,2,0,0,1,0,0,0,0
