Word,Rank,Frequency,Pr(%),r*Pr
hat,815,240,0.0%,0.091599
rich,816,240,0.0%,0.091711
thence,817,239,0.0%,0.091441
built,818,238,0.0%,0.091170
trouble,819,238,0.0%,0.091281
across,820,237,0.0%,0.091009
ma,821,237,0.0%,0.091120
lo,822,237,0.0%,0.091231
desire,823,236,0.0%,0.090956
fifty,824,236,0.0%,0.091067
forty,825,235,0.0%,0.090791
loved,826,235,0.0%,0.090901
greater,827,235,0.0%,0.091011
cloud,828,235,0.0%,0.091121
afterwards,829,235,0.0%,0.091231
spread,830,234,0.0%,0.090953
happiness,831,234,0.0%,0.091062
thinking,832,234,0.0%,0.091172
lips,833,233,0.0%,0.090891
show,834,233,0.0%,0.091000
caesar,835,233,0.0%,0.091109
ear,836,231,0.0%,0.090436
jennings,837,230,0.0%,0.090152
buster,838,230,0.0%,0.090259
lucy,839,230,0.0%,0.090367
yourselves,840,229,0.0%,0.090081
begat,841,229,0.0%,0.090189
struck,842,229,0.0%,0.090296
drew,843,229,0.0%,0.090403
court,844,229,0.0%,0.090510
fact,845,228,0.0%,0.090222
walking,846,228,0.0%,0.090329
big,847,227,0.0%,0.090039
shut,848,227,0.0%,0.090145
whatever,849,227,0.0%,0.090251
age,850,226,0.0%,0.089960
frank,851,226,0.0%,0.090066
stars,852,225,0.0%,0.089772
seat,853,225,0.0%,0.089878
mad,854,225,0.0%,0.089983
service,855,225,0.0%,0.090089
form,856,224,0.0%,0.089793
led,857,224,0.0%,0.089898
nobody,858,223,0.0%,0.089601
mountain,859,223,0.0%,0.089705
natural,860,223,0.0%,0.089810
exactly,861,223,0.0%,0.089914
particular,862,223,0.0%,0.090019
around,863,223,0.0%,0.090123
talked,864,223,0.0%,0.090228
worse,865,223,0.0%,0.090332
grass,866,222,0.0%,0.090031
obliged,867,222,0.0%,0.090135
offered,868,222,0.0%,0.090239
inhabitants,869,222,0.0%,0.090343
clear,870,222,0.0%,0.090447
deck,871,221,0.0%,0.090143
rejoice,872,220,0.0%,0.089838
appear,873,220,0.0%,0.089941
different,874,220,0.0%,0.090044
heavy,875,220,0.0%,0.090147
hours,876,220,0.0%,0.090250
noise,877,219,0.0%,0.089942
opinion,878,219,0.0%,0.090045
moreover,879,219,0.0%,0.090148
horse,880,218,0.0%,0.089838
presence,881,218,0.0%,0.089940
sheep,882,218,0.0%,0.090042
joshua,883,218,0.0%,0.090144
gather,884,218,0.0%,0.090246
tried,885,218,0.0%,0.090348
wentworth,886,218,0.0%,0.090451
giving,887,218,0.0%,0.090553
faces,888,218,0.0%,0.090655
beside,889,217,0.0%,0.090340
equal,890,217,0.0%,0.090442
acquaintance,891,217,0.0%,0.090544
willoughby,892,217,0.0%,0.090645
forget,893,216,0.0%,0.090329
touch,894,216,0.0%,0.090430
taste,895,216,0.0%,0.090531
try,896,216,0.0%,0.090632
character,897,215,0.0%,0.090313
fancy,898,215,0.0%,0.090414
farmer,899,214,0.0%,0.090094
sorry,900,214,0.0%,0.090194
bound,901,214,0.0%,0.090294
says,902,214,0.0%,0.090394
cubits,903,213,0.0%,0.090072
fat,904,213,0.0%,0.090171
purpose,905,213,0.0%,0.090271
church,906,213,0.0%,0.090371
pay,907,213,0.0%,0.090471
fled,908,212,0.0%,0.090145
arose,909,212,0.0%,0.090244
figure,910,212,0.0%,0.090344
charge,911,212,0.0%,0.090443
families,912,210,0.0%,0.089688
ashamed,913,210,0.0%,0.089786
fallen,914,209,0.0%,0.089457
reign,915,209,0.0%,0.089555
shame,916,209,0.0%,0.089653
hearts,917,209,0.0%,0.089750
enemy,918,208,0.0%,0.089418
youth,919,208,0.0%,0.089516
dr,920,208,0.0%,0.089613
sudden,921,207,0.0%,0.089279
delight,922,207,0.0%,0.089376
cross,923,207,0.0%,0.089473
feeling,924,207,0.0%,0.089570
clothes,925,207,0.0%,0.089667
road,926,207,0.0%,0.089764
destroyed,927,207,0.0%,0.089861
broad,928,207,0.0%,0.089958
streets,929,207,0.0%,0.090055
wherein,930,206,0.0%,0.089716
happened,931,206,0.0%,0.089813
interest,932,206,0.0%,0.089909
sought,933,206,0.0%,0.090006
slew,934,206,0.0%,0.090102
moon,935,205,0.0%,0.089761
queen,936,205,0.0%,0.089857
gates,937,205,0.0%,0.089953
carry,938,205,0.0%,0.090049
slain,939,204,0.0%,0.089705
dream,940,204,0.0%,0.089801
dare,941,204,0.0%,0.089896
beasts,942,204,0.0%,0.089992
meant,943,204,0.0%,0.090087
clean,944,204,0.0%,0.090183
dinner,945,203,0.0%,0.089836
promise,946,203,0.0%,0.089931
countenance,947,203,0.0%,0.090026
aside,948,202,0.0%,0.089677
beauty,949,202,0.0%,0.089771
woe,950,202,0.0%,0.089866
consider,951,201,0.0%,0.089515
write,952,201,0.0%,0.089609
repeated,953,201,0.0%,0.089704
re,954,201,0.0%,0.089798
aye,955,200,0.0%,0.089445
jordan,956,200,0.0%,0.089538
ships,957,200,0.0%,0.089632
prince,958,200,0.0%,0.089726
attention,959,200,0.0%,0.089819
pain,960,199,0.0%,0.089463
unclean,961,199,0.0%,0.089557
th,962,199,0.0%,0.089650
rain,963,199,0.0%,0.089743
ah,964,199,0.0%,0.089836
pleasant,965,198,0.0%,0.089477
satisfied,966,198,0.0%,0.089570
object,967,198,0.0%,0.089663
tis,968,198,0.0%,0.089756
instead,969,198,0.0%,0.089848
starbuck,970,198,0.0%,0.089941
stop,971,197,0.0%,0.089579
favour,972,197,0.0%,0.089671
looks,973,197,0.0%,0.089764
besides,974,197,0.0%,0.089856
thank,975,197,0.0%,0.089948
peter,976,197,0.0%,0.090040
ladies,977,197,0.0%,0.090133
build,978,196,0.0%,0.089767
gentlemen,979,196,0.0%,0.089859
bless,980,195,0.0%,0.089491
heavens,981,195,0.0%,0.089583
lion,982,195,0.0%,0.089674
loud,983,194,0.0%,0.089305
mere,984,194,0.0%,0.089396
carriage,985,194,0.0%,0.089487
prepared,986,194,0.0%,0.089578
chance,987,193,0.0%,0.089206
witness,988,193,0.0%,0.089297
throughout,989,193,0.0%,0.089387
months,990,193,0.0%,0.089477
valley,991,193,0.0%,0.089568
nay,992,193,0.0%,0.089658
moved,993,192,0.0%,0.089284
lamb,994,191,0.0%,0.088908
sins,995,191,0.0%,0.088997
ago,996,191,0.0%,0.089087
golden,997,191,0.0%,0.089176
running,998,191,0.0%,0.089266
arise,999,191,0.0%,0.089355
vessels,1000,191,0.0%,0.089445
nigh,1001,190,0.0%,0.089065
ere,1002,190,0.0%,0.089154
worship,1003,189,0.0%,0.088774
reigned,1004,189,0.0%,0.088862
speech,1005,189,0.0%,0.088951
entirely,1006,189,0.0%,0.089039
goes,1007,188,0.0%,0.088656
whosoever,1008,188,0.0%,0.088744
rising,1009,188,0.0%,0.088832
creature,1010,188,0.0%,0.088920
neck,1011,188,0.0%,0.089008
conversation,1012,188,0.0%,0.089096
remain,1013,188,0.0%,0.089184
grave,1014,188,0.0%,0.089272
hid,1015,188,0.0%,0.089360
breath,1016,187,0.0%,0.088973
devil,1017,187,0.0%,0.089060
alive,1018,187,0.0%,0.089148
usual,1019,186,0.0%,0.088758
fixed,1020,186,0.0%,0.088845
tears,1021,186,0.0%,0.088932
fields,1022,185,0.0%,0.088541
vs,1023,184,0.0%,0.088148
self,1024,184,0.0%,0.088235
several,1025,184,0.0%,0.088321
regard,1026,184,0.0%,0.088407
wide,1027,184,0.0%,0.088493
raised,1028,184,0.0%,0.088579
minute,1029,184,0.0%,0.088665
archer,1030,184,0.0%,0.088752
front,1031,184,0.0%,0.088838
remained,1032,184,0.0%,0.088924
fresh,1033,183,0.0%,0.088526
hate,1034,183,0.0%,0.088612
sign,1035,183,0.0%,0.088698
proud,1036,183,0.0%,0.088783
knows,1037,183,0.0%,0.088869
wished,1038,183,0.0%,0.088955
de,1039,182,0.0%,0.088554
pure,1040,182,0.0%,0.088639
married,1041,182,0.0%,0.088724
nation,1042,182,0.0%,0.088810
grew,1043,182,0.0%,0.088895
elders,1044,182,0.0%,0.088980
vast,1045,182,0.0%,0.089065
leaves,1046,181,0.0%,0.088661
draw,1047,181,0.0%,0.088745
spring,1048,181,0.0%,0.088830
smith,1049,181,0.0%,0.088915
sick,1050,181,0.0%,0.089000
further,1051,181,0.0%,0.089084
farther,1052,180,0.0%,0.088677
bones,1053,180,0.0%,0.088761
rock,1054,180,0.0%,0.088845
didn,1055,180,0.0%,0.088929
commandment,1056,180,0.0%,0.089014
fill,1057,180,0.0%,0.089098
west,1058,179,0.0%,0.088687
laugh,1059,179,0.0%,0.088771
ephraim,1060,179,0.0%,0.088855
cattle,1061,179,0.0%,0.088938
covered,1062,179,0.0%,0.089022
glass,1063,179,0.0%,0.089106
laughing,1064,178,0.0%,0.088692
impossible,1065,178,0.0%,0.088775
lot,1066,178,0.0%,0.088858
crown,1067,178,0.0%,0.088942
taught,1068,177,0.0%,0.088525
pieces,1069,177,0.0%,0.088608
curious,1070,177,0.0%,0.088691
professor,1071,176,0.0%,0.088272
straight,1072,176,0.0%,0.088354
determined,1073,176,0.0%,0.088437
angry,1074,176,0.0%,0.088519
fortune,1075,175,0.0%,0.088098
excellent,1076,175,0.0%,0.088180
former,1077,175,0.0%,0.088262
cecilia,1078,175,0.0%,0.088344
doors,1079,175,0.0%,0.088426
counsel,1080,174,0.0%,0.088002
summer,1081,174,0.0%,0.088084
neighbour,1082,174,0.0%,0.088165
eight,1083,174,0.0%,0.088247
everybody,1084,174,0.0%,0.088328
mark,1085,174,0.0%,0.088410
middle,1086,173,0.0%,0.087983
pequod,1087,173,0.0%,0.088064
salvation,1088,173,0.0%,0.088145
charles,1089,173,0.0%,0.088226
makes,1090,173,0.0%,0.088307
respect,1091,173,0.0%,0.088388
view,1092,173,0.0%,0.088469
francisco,1093,173,0.0%,0.088550
knowing,1094,172,0.0%,0.088118
pride,1095,172,0.0%,0.088199
begin,1096,172,0.0%,0.088279
english,1097,172,0.0%,0.088360
london,1098,172,0.0%,0.088441
hearing,1099,172,0.0%,0.088521
grow,1100,172,0.0%,0.088602
stopped,1101,172,0.0%,0.088682
merely,1102,171,0.0%,0.088247
commandments,1103,171,0.0%,0.088327
appearance,1104,171,0.0%,0.088407
arthur,1105,171,0.0%,0.088487
benjamin,1106,171,0.0%,0.088567
sail,1107,171,0.0%,0.088647
sorrow,1108,170,0.0%,0.088208
burn,1109,170,0.0%,0.088288
directly,1110,170,0.0%,0.088368
proper,1111,170,0.0%,0.088447
moab,1112,169,0.0%,0.088006
especially,1113,169,0.0%,0.088085
angels,1114,169,0.0%,0.088164
piece,1115,169,0.0%,0.088243
situation,1116,169,0.0%,0.088323
desolate,1117,169,0.0%,0.088402
justice,1118,169,0.0%,0.088481
easy,1119,169,0.0%,0.088560
marry,1120,168,0.0%,0.088115
terrible,1121,168,0.0%,0.088193
drawing,1122,168,0.0%,0.088272
depart,1123,168,0.0%,0.088351
corner,1124,168,0.0%,0.088429
names,1125,168,0.0%,0.088508
ha,1126,168,0.0%,0.088587
teach,1127,168,0.0%,0.088665
hills,1128,168,0.0%,0.088744
beneath,1129,167,0.0%,0.088294
passage,1130,167,0.0%,0.088372
promised,1131,167,0.0%,0.088450
expected,1132,167,0.0%,0.088529
box,1133,167,0.0%,0.088607
kindness,1134,167,0.0%,0.088685
affection,1135,167,0.0%,0.088763
fit,1136,167,0.0%,0.088841
possession,1137,167,0.0%,0.088920
chosen,1138,167,0.0%,0.088998
border,1139,167,0.0%,0.089076
buried,1140,166,0.0%,0.088620
worth,1141,166,0.0%,0.088698
blind,1142,166,0.0%,0.088776
likewise,1143,166,0.0%,0.088854
camp,1144,165,0.0%,0.088396
exclaimed,1145,165,0.0%,0.088473
thither,1146,165,0.0%,0.088550
image,1147,165,0.0%,0.088627
parts,1148,165,0.0%,0.088705
hence,1149,165,0.0%,0.088782
bit,1150,165,0.0%,0.088859
quiet,1151,165,0.0%,0.088936
shewed,1152,164,0.0%,0.088474
escape,1153,164,0.0%,0.088551
waves,1154,164,0.0%,0.088628
suffer,1155,164,0.0%,0.088705
thick,1156,164,0.0%,0.088781
feast,1157,164,0.0%,0.088858
lands,1158,164,0.0%,0.088935
safe,1159,164,0.0%,0.089012
appointed,1160,164,0.0%,0.089089
saved,1161,164,0.0%,0.089165
tone,1162,163,0.0%,0.088698
crew,1163,163,0.0%,0.088774
killed,1164,163,0.0%,0.088851
nevertheless,1165,163,0.0%,0.088927
whence,1166,163,0.0%,0.089003
declare,1167,163,0.0%,0.089080
ones,1168,163,0.0%,0.089156
vpon,1169,162,0.0%,0.088685
shadow,1170,162,0.0%,0.088761
ghost,1171,162,0.0%,0.088837
distance,1172,162,0.0%,0.088913
dust,1173,162,0.0%,0.088988
brutus,1174,162,0.0%,0.089064
heathen,1175,162,0.0%,0.089140
sisters,1176,162,0.0%,0.089216
seas,1177,162,0.0%,0.089292
health,1178,161,0.0%,0.088816
piedro,1179,161,0.0%,0.088892
shape,1180,161,0.0%,0.088967
fool,1181,161,0.0%,0.089042
boats,1182,161,0.0%,0.089118
didst,1183,160,0.0%,0.088639
hartfield,1184,160,0.0%,0.088714
clouds,1185,160,0.0%,0.088789
wings,1186,159,0.0%,0.088309
lead,1187,159,0.0%,0.088383
manners,1188,159,0.0%,0.088457
week,1189,159,0.0%,0.088532
broke,1190,158,0.0%,0.088049
whatsoever,1191,158,0.0%,0.088123
hearken,1192,158,0.0%,0.088197
following,1193,158,0.0%,0.088271
dry,1194,158,0.0%,0.088345
future,1195,158,0.0%,0.088419
smiling,1196,157,0.0%,0.087933
assure,1197,157,0.0%,0.088006
samuel,1198,157,0.0%,0.088080
pale,1199,157,0.0%,0.088154
sides,1200,157,0.0%,0.088227
welcome,1201,157,0.0%,0.088301
waiting,1202,157,0.0%,0.088374
removed,1203,157,0.0%,0.088448
divine,1204,157,0.0%,0.088521
worthy,1205,156,0.0%,0.088030
meeting,1206,156,0.0%,0.088103
soft,1207,156,0.0%,0.088176
wives,1208,156,0.0%,0.088250
quick,1209,156,0.0%,0.088323
blow,1210,156,0.0%,0.088396
fond,1211,156,0.0%,0.088469
simple,1212,155,0.0%,0.087974
slowly,1213,155,0.0%,0.088047
coat,1214,155,0.0%,0.088119
pity,1215,155,0.0%,0.088192
whither,1216,154,0.0%,0.087695
space,1217,154,0.0%,0.087767
likely,1218,154,0.0%,0.087839
boys,1219,154,0.0%,0.087911
forgotten,1220,154,0.0%,0.087984
zion,1221,153,0.0%,0.087484
surprise,1222,153,0.0%,0.087555
bru,1223,153,0.0%,0.087627
yours,1224,153,0.0%,0.087699
understood,1225,153,0.0%,0.087770
beloved,1226,153,0.0%,0.087842
captains,1227,153,0.0%,0.087914
coast,1228,152,0.0%,0.087410
bird,1229,152,0.0%,0.087482
settled,1230,152,0.0%,0.087553
letters,1231,152,0.0%,0.087624
noble,1232,152,0.0%,0.087695
food,1233,151,0.0%,0.087189
marriage,1234,151,0.0%,0.087260
race,1235,151,0.0%,0.087330
forest,1236,151,0.0%,0.087401
flowers,1237,151,0.0%,0.087472
society,1238,151,0.0%,0.087542
shore,1239,150,0.0%,0.087033
necessary,1240,150,0.0%,0.087103
precious,1241,150,0.0%,0.087173
eternal,1242,150,0.0%,0.087244
sad,1243,150,0.0%,0.087314
walter,1244,150,0.0%,0.087384
jeremiah,1245,149,0.0%,0.086871
passing,1246,149,0.0%,0.086941
brass,1247,149,0.0%,0.087011
bates,1248,149,0.0%,0.087081
due,1249,149,0.0%,0.087150
degree,1250,149,0.0%,0.087220
probably,1251,149,0.0%,0.087290
russell,1252,149,0.0%,0.087360
companions,1253,149,0.0%,0.087430
edge,1254,149,0.0%,0.087499
rule,1255,149,0.0%,0.087569
greatest,1256,148,0.0%,0.087051
adam,1257,148,0.0%,0.087120
difference,1258,148,0.0%,0.087189
false,1259,148,0.0%,0.087259
lying,1260,148,0.0%,0.087328
persons,1261,148,0.0%,0.087397
lower,1262,148,0.0%,0.087467
tall,1263,148,0.0%,0.087536
journey,1264,148,0.0%,0.087605
measure,1265,148,0.0%,0.087674
teeth,1266,147,0.0%,0.087151
grown,1267,147,0.0%,0.087220
possess,1268,147,0.0%,0.087289
manasseh,1269,147,0.0%,0.087357
hide,1270,147,0.0%,0.087426
snow,1271,146,0.0%,0.086900
observed,1272,146,0.0%,0.086968
lift,1273,146,0.0%,0.087037
singing,1274,146,0.0%,0.087105
verily,1275,146,0.0%,0.087173
lies,1276,146,0.0%,0.087242
buy,1277,146,0.0%,0.087310
honest,1278,145,0.0%,0.086780
utterly,1279,145,0.0%,0.086848
joab,1280,145,0.0%,0.086916
prayer,1281,145,0.0%,0.086984
danger,1282,145,0.0%,0.087052
joined,1283,145,0.0%,0.087120
board,1284,144,0.0%,0.086586
curse,1285,144,0.0%,0.086654
corn,1286,144,0.0%,0.086721
brandon,1287,144,0.0%,0.086788
music,1288,144,0.0%,0.086856
leaving,1289,144,0.0%,0.086923
sabbath,1290,144,0.0%,0.086991
learn,1291,144,0.0%,0.087058
lives,1292,143,0.0%,0.086521
selfe,1293,143,0.0%,0.086588
wrote,1294,143,0.0%,0.086654
somewhat,1295,143,0.0%,0.086721
ocean,1296,143,0.0%,0.086788
england,1297,143,0.0%,0.086855
army,1298,143,0.0%,0.086922
hot,1299,143,0.0%,0.086989
middleton,1300,143,0.0%,0.087056
finished,1301,143,0.0%,0.087123
companion,1302,143,0.0%,0.087190
sharp,1303,143,0.0%,0.087257
maid,1304,143,0.0%,0.087324
satan,1305,142,0.0%,0.086780
spoil,1306,142,0.0%,0.086846
sanctuary,1307,142,0.0%,0.086913
engaged,1308,142,0.0%,0.086979
public,1309,142,0.0%,0.087046
wickedness,1310,142,0.0%,0.087112
incense,1311,142,0.0%,0.087179
burst,1312,142,0.0%,0.087245
meaning,1313,141,0.0%,0.086697
loose,1314,141,0.0%,0.086763
mast,1315,141,0.0%,0.086829
evan,1316,141,0.0%,0.086895
hither,1317,141,0.0%,0.086961
nearly,1318,141,0.0%,0.087027
bull,1319,141,0.0%,0.087093
mistress,1320,141,0.0%,0.087159
bottom,1321,141,0.0%,0.087225
paper,1322,140,0.0%,0.086672
curiosity,1323,140,0.0%,0.086738
altogether,1324,140,0.0%,0.086803
seventh,1325,140,0.0%,0.086869
catch,1326,140,0.0%,0.086935
bath,1327,140,0.0%,0.087000
warm,1328,139,0.0%,0.086444
confidence,1329,139,0.0%,0.086509
notice,1330,139,0.0%,0.086574
drawn,1331,139,0.0%,0.086639
supposed,1332,139,0.0%,0.086704
vanity,1333,139,0.0%,0.086769
square,1334,139,0.0%,0.086834
yellow,1335,138,0.0%,0.086274
empty,1336,138,0.0%,0.086339
force,1337,138,0.0%,0.086403
continually,1338,138,0.0%,0.086468
act,1339,138,0.0%,0.086533
statutes,1340,138,0.0%,0.086597
souls,1341,138,0.0%,0.086662
changed,1342,138,0.0%,0.086727
generations,1343,138,0.0%,0.086791
ourselves,1344,138,0.0%,0.086856
tail,1345,138,0.0%,0.086920
higher,1346,137,0.0%,0.086355
temper,1347,137,0.0%,0.086419
dress,1348,137,0.0%,0.086483
remembered,1349,137,0.0%,0.086547
bowed,1350,137,0.0%,0.086611
observe,1351,137,0.0%,0.086676
macb,1352,137,0.0%,0.086740
songs,1353,137,0.0%,0.086804
below,1354,137,0.0%,0.086868
spot,1355,137,0.0%,0.086932
sold,1356,137,0.0%,0.086996
particularly,1357,136,0.0%,0.086425
weather,1358,136,0.0%,0.086489
hurt,1359,136,0.0%,0.086552
prison,1360,136,0.0%,0.086616
skin,1361,136,0.0%,0.086680
guinea,1362,135,0.0%,0.086106
fail,1363,135,0.0%,0.086169
calm,1364,135,0.0%,0.086232
fierce,1365,135,0.0%,0.086295
doctor,1366,135,0.0%,0.086359
smoke,1367,135,0.0%,0.086422
unknown,1368,135,0.0%,0.086485
single,1369,135,0.0%,0.086548
goeth,1370,135,0.0%,0.086611
spite,1371,135,0.0%,0.086675
drive,1372,135,0.0%,0.086738
heere,1373,135,0.0%,0.086801
wrought,1374,135,0.0%,0.086864
greatly,1375,135,0.0%,0.086928
choose,1376,134,0.0%,0.086346
isaac,1377,134,0.0%,0.086409
easily,1378,134,0.0%,0.086472
nose,1379,134,0.0%,0.086535
served,1380,134,0.0%,0.086597
eaten,1381,134,0.0%,0.086660
formed,1382,134,0.0%,0.086723
captivity,1383,133,0.0%,0.086138
height,1384,133,0.0%,0.086200
flock,1385,133,0.0%,0.086263
consequence,1386,133,0.0%,0.086325
move,1387,133,0.0%,0.086387
hole,1388,133,0.0%,0.086449
numbered,1389,133,0.0%,0.086512
handsome,1390,132,0.0%,0.085923
tribes,1391,132,0.0%,0.085985
placed,1392,132,0.0%,0.086047
walls,1393,132,0.0%,0.086108
bell,1394,132,0.0%,0.086170
whaling,1395,132,0.0%,0.086232
maketh,1396,132,0.0%,0.086294
distant,1397,132,0.0%,0.086356
huge,1398,132,0.0%,0.086418
perish,1399,132,0.0%,0.086479
judgments,1400,132,0.0%,0.086541
feared,1401,131,0.0%,0.085947
swear,1402,131,0.0%,0.086008
basket,1403,131,0.0%,0.086070
faithful,1404,131,0.0%,0.086131
scarcely,1405,131,0.0%,0.086192
circumstances,1406,131,0.0%,0.086254
village,1407,131,0.0%,0.086315
laughed,1408,131,0.0%,0.086376
raise,1409,131,0.0%,0.086438
declared,1410,131,0.0%,0.086499
gentiles,1411,131,0.0%,0.086560
equally,1412,131,0.0%,0.086622
breakfast,1413,131,0.0%,0.086683
growing,1414,131,0.0%,0.086744
reached,1415,131,0.0%,0.086806
labour,1416,131,0.0%,0.086867
paid,1417,131,0.0%,0.086928
join,1418,130,0.0%,0.086326
quickly,1419,130,0.0%,0.086387
instantly,1420,130,0.0%,0.086448
flambeau,1421,130,0.0%,0.086508
musgrove,1422,130,0.0%,0.086569
increase,1423,130,0.0%,0.086630
calling,1424,130,0.0%,0.086691
smite,1425,130,0.0%,0.086752
conduct,1426,130,0.0%,0.086813
ferrars,1427,130,0.0%,0.086874
occasion,1428,130,0.0%,0.086935
cottage,1429,130,0.0%,0.086995
started,1430,129,0.0%,0.086387
thanks,1431,129,0.0%,0.086447
foolish,1432,129,0.0%,0.086507
named,1433,129,0.0%,0.086568
touched,1434,129,0.0%,0.086628
slay,1435,129,0.0%,0.086689
sore,1436,129,0.0%,0.086749
hall,1437,129,0.0%,0.086809
supper,1438,129,0.0%,0.086870
spent,1439,129,0.0%,0.086930
destruction,1440,129,0.0%,0.086991
cover,1441,129,0.0%,0.087051
mayest,1442,129,0.0%,0.087112
ease,1443,128,0.0%,0.086496
rivers,1444,128,0.0%,0.086556
hezekiah,1445,128,0.0%,0.086616
considered,1446,128,0.0%,0.086676
sinned,1447,128,0.0%,0.086736
miles,1448,128,0.0%,0.086796
getting,1449,128,0.0%,0.086856
serious,1450,128,0.0%,0.086916
effect,1451,128,0.0%,0.086976
thrown,1452,128,0.0%,0.087036
steps,1453,128,0.0%,0.087096
march,1454,128,0.0%,0.087156
beat,1455,127,0.0%,0.086534
otherwise,1456,127,0.0%,0.086594
voyage,1457,127,0.0%,0.086653
flying,1458,127,0.0%,0.086713
haste,1459,127,0.0%,0.086772
somehow,1460,127,0.0%,0.086832
imagine,1461,127,0.0%,0.086891
giveth,1462,126,0.0%,0.086266
hurry,1463,126,0.0%,0.086325
nearer,1464,126,0.0%,0.086384
wash,1465,126,0.0%,0.086443
er,1466,126,0.0%,0.086502
winter,1467,125,0.0%,0.085874
tent,1468,125,0.0%,0.085932
forgive,1469,125,0.0%,0.085991
highbury,1470,125,0.0%,0.086049
fourth,1471,125,0.0%,0.086108
truly,1472,124,0.0%,0.085477
shoulder,1473,124,0.0%,0.085535
shot,1474,124,0.0%,0.085593
jem,1475,124,0.0%,0.085651
naked,1476,124,0.0%,0.085709
grand,1477,124,0.0%,0.085768
leg,1478,124,0.0%,0.085826
samaria,1479,124,0.0%,0.085884
jonathan,1480,124,0.0%,0.085942
reward,1481,124,0.0%,0.086000
abroad,1482,124,0.0%,0.086058
yesterday,1483,123,0.0%,0.085421
reproach,1484,123,0.0%,0.085479
frederick,1485,123,0.0%,0.085537
ball,1486,123,0.0%,0.085594
escaped,1487,123,0.0%,0.085652
daily,1488,122,0.0%,0.085013
pull,1489,122,0.0%,0.085070
burning,1490,122,0.0%,0.085127
news,1491,122,0.0%,0.085184
woods,1492,122,0.0%,0.085241
talbot,1493,122,0.0%,0.085298
assyria,1494,122,0.0%,0.085355
tender,1495,122,0.0%,0.085413
price,1496,122,0.0%,0.085470
pardon,1497,122,0.0%,0.085527
vessel,1498,122,0.0%,0.085584
poured,1499,121,0.0%,0.084939
superior,1500,121,0.0%,0.084996
engagement,1501,121,0.0%,0.085052
waste,1502,121,0.0%,0.085109
pit,1503,121,0.0%,0.085166
sunday,1504,121,0.0%,0.085222
pocket,1505,121,0.0%,0.085279
plague,1506,121,0.0%,0.085336
borne,1507,120,0.0%,0.084687
season,1508,120,0.0%,0.084743
agreeable,1509,120,0.0%,0.084799
trying,1510,120,0.0%,0.084855
linen,1511,120,0.0%,0.084911
twice,1512,120,0.0%,0.084968
gregory,1513,120,0.0%,0.085024
burned,1514,120,0.0%,0.085080
caused,1515,120,0.0%,0.085136
cease,1516,120,0.0%,0.085192
allow,1517,120,0.0%,0.085249
cook,1518,120,0.0%,0.085305
suburbs,1519,120,0.0%,0.085361
branches,1520,120,0.0%,0.085417
divided,1521,120,0.0%,0.085473
vision,1522,120,0.0%,0.085530
birds,1523,120,0.0%,0.085586
portion,1524,120,0.0%,0.085642
shop,1525,120,0.0%,0.085698
knowest,1526,120,0.0%,0.085754
clay,1527,119,0.0%,0.085096
note,1528,119,0.0%,0.085151
riches,1529,119,0.0%,0.085207
extremely,1530,119,0.0%,0.085263
during,1531,119,0.0%,0.085318
winds,1532,119,0.0%,0.085374
shake,1533,119,0.0%,0.085430
loue,1534,119,0.0%,0.085486
chariots,1535,119,0.0%,0.085541
judged,1536,119,0.0%,0.085597
speake,1537,119,0.0%,0.085653
office,1538,119,0.0%,0.085709
garments,1539,118,0.0%,0.085044
states,1540,118,0.0%,0.085099
circumstance,1541,118,0.0%,0.085154
fly,1542,118,0.0%,0.085209
dreadful,1543,118,0.0%,0.085265
reach,1544,118,0.0%,0.085320
history,1545,118,0.0%,0.085375
quarter,1546,118,0.0%,0.085430
duty,1547,118,0.0%,0.085486
liberty,1548,118,0.0%,0.085541
complete,1549,118,0.0%,0.085596
beard,1550,118,0.0%,0.085651
giue,1551,118,0.0%,0.085707
violence,1552,118,0.0%,0.085762
suffered,1553,118,0.0%,0.085817
police,1554,118,0.0%,0.085872
everlasting,1555,117,0.0%,0.085199
